,Unnamed: 0,PGC,GWGC,HyperLEDA,2MASS,SDSS-DR12,flag,RA,dec,Luminosity Distance,Distance Error,Redshift,Absolute B Magnitude,Luminosity_Rank,B Luminosity,Sector
503,977,48860.0,NGC5308,NGC5308,13470039+6058229,,G,206.751633,60.973038,34.7619458557,,0.006948483474239999,-20.5155,0.00031222699994828376,12653189142.13856,164.0
1509,1984,47603.0,NGC5218,NGC5218,13321042+6246039,,G,203.043427,62.767776,44.4429836832,,0.011404,-20.646,0.0009706251599344164,14269212315.793724,164.0
4041,4517,47425.0,NGC5205,NGC5205,13300369+6230415,,G,202.515381,62.51152800000001,30.5576394092,,0.008898999999999999,-19.4326,0.002614341694366013,4667023632.110012,164.0
4424,4900,47598.0,NGC5216,NGC5216,13320682+6242029,,G,203.028458,62.700825,45.8841008022,,0.016247,-19.8323,0.0028810181005747906,6744037864.8680105,164.0
12318,12825,,,UGC08734,13480598+6149359,,G,207.024933,61.82666,138.499446632,,0.039314,-20.9802,0.008014410639199294,19412434349.151333,164.0
14205,14722,,,UGC08649,13391161+6130222,,G,204.798386,61.506172,140.47339195700002,,0.024627,-21.323,0.00920049653281322,26619506511.518497,164.0
19577,20172,,,48721,13450052+6116484,,G,206.252167,61.280121,155.528784384,,0.030353,-21.3911,0.012659275215821318,28342620386.68704,164.0
23108,23789,,,48608,13433046+6149533,,G,205.876953,61.831497,147.759674743,,0.042678,-20.6288,0.014877377976415562,14044943614.442705,164.0
24260,24973,,,UGC08770,13510238+6151477,,G,207.759949,61.863266,138.54439701299998,,0.041187,-20.7169,0.015596359519781378,15232107637.92716,164.0
29685,30634,47189.0,UGC08467,UGC08467,13274388+6245596,,G,201.932846,62.766563,98.3356182154,,0.022676,-20.4386,0.019021393616534626,11787996548.027315,164.0
49097,50708,47854.0,UGC08571,UGC08571,13344161+6159361,,G,203.673416,61.99337,47.256244554300004,,0.010121,-19.3893,0.027171980169093144,4484561663.3310995,164.0
50599,52285,,,3138137,13433035+6255123,,G,205.876495,62.920109,135.588074256,,0.030014,-18.9201,0.027660981805560092,2910985217.366689,164.0
50753,52466,,,3137934,13471538+6228109,,G,206.814102,62.469696,181.727820032,,0.040995,-20.7241,0.02773068921892,15333454188.635603,164.0
50770,52484,,,49029,13491687+6132088,,G,207.320328,61.535805,180.388064048,,0.040768,-20.825,0.027739320196159472,16826740610.704641,164.0
50904,52632,,,2669211,13364987+6432400,,G,204.207809,64.544464,235.929587585,,0.052748,-20.5719,0.02780303109706641,13327847045.70423,164.0
54602,56873,,,48229,13383997+6144570,,G,204.66655,61.74918,172.45233604400002,,0.038859,-20.7913,0.029414811272508626,16312480292.460302,164.0
54968,57260,,,2642432,13510729+6244247,,G,207.780396,62.740208,198.78833041599998,,0.044888,-20.239,0.02961021447839603,9808441360.309065,164.0
55038,57342,,,2647616,13563864+6259549,,G,209.161041,62.998604,199.20535609200002,,0.0449969324985,-19.7365,0.029644887360360236,6174474480.506834,164.0
55394,57791,,,3138009,13340952+6237501,,G,203.539688,62.63060400000001,196.195737808,,0.044228,-19.1724,0.02976956970220321,3672484741.05869,164.0
56400,58996,,,2666826,13372209+6418562,,G,204.342056,64.31562,128.922197638,,0.028613354306700006,-18.8516,0.030182720921903806,2733002317.746204,164.0
56428,59033,,,3138157,13493874+6257090,,G,207.411453,62.952511,222.995875747,,0.05007,-19.8885,0.030194512892230106,7102316143.008688,164.0
56451,59064,,,48680,13442890+6131032,,G,206.120422,61.517578,153.405122309,,0.034253117126599994,-19.3592,0.030205044239332325,4361943139.55013,164.0
56496,59122,,,2639287,13321473+6234360,,G,203.061401,62.576672,235.76273671599998,,0.052726,-20.9284,0.030232842131452782,18508021699.01736,164.0
56652,59299,,,2630401,13392735+6205351,,G,204.863983,62.093109,111.64887204200001,,0.024568,-19.6363,0.03030436191483083,5630150445.982214,164.0
56949,59666,,,3086672,13372096+6159112,,G,204.337357,61.986454,205.39376309099998,,0.046475,-19.8959,0.030409502247130238,7150888395.10045,164.0
58504,61588,,,48722,13445596+6100414,,G,206.233185,61.011513,202.130638065,,0.045661,-21.1012,0.030994535227814764,21701012644.107605,164.0
59564,62709,,,2628988,13354621+6201193,,G,203.942551,62.02203000000001,199.498681291,,0.0449969324985,-18.7997,0.03153210698021487,2605433542.6384635,164.0
59645,62802,,,48681,13443779+6114243,,G,206.157471,61.240097,161.260894068,,0.0361473180737,-19.4276,0.031562753745296726,4645580606.309879,164.0
60103,63387,,,2626652,13430957+6153345,,G,205.789902,61.892921,152.74572836299998,,0.034094,-19.6978,0.03174993444646998,5958267538.0237255,164.0
60223,63530,,,2650203,13483081+6307488,,G,207.128403,63.130226,213.885956912,,0.048213,-20.8209,0.031800497329985584,16763318630.931416,164.0
70448,75520,,,2618862,13391175+6129162,,G,204.798981,61.487839,213.95501540700002,,0.048203,-19.7766,0.035999717474017506,6406782785.596772,164.0
70452,75524,,,2620684,13410227+6135025,,G,205.25946,61.584049,152.100020038,,0.0339469369735,-18.7206,0.03600005041149466,2422367326.576759,164.0
70462,75538,,,2628869,13404569+6200584,,G,205.190399,62.016243,202.69490880900003,,0.04581,-19.7482,0.03600394410423652,6241371018.534076,164.0
70463,75539,,,2629632,13400279+6203142,,G,205.011627,62.053951,138.166834396,,0.030535000000000007,-19.008,0.03600406075525898,3156457891.2990713,164.0
70468,75547,,,2635121,13375132+6221010,,G,204.463837,62.350288,187.517148447,,0.0422736511368,-19.1452,0.03600640563655188,3581624069.799331,164.0
70487,75570,,,2645480,13423545+6253232,,G,205.64772,62.889786,169.295445424,,0.03803,-20.4262,0.03601330611913373,11654133803.318687,164.0
70511,75600,,,2666291,13313186+6416111,,G,202.882751,64.26975999999999,237.17196368400002,,0.053009,-20.3603,0.036022687821847664,10967812061.25541,164.0
70667,75787,,,3086608,13513017+6256207,,G,207.875732,62.93909100000001,186.06083928700002,,0.041928,-19.8893,0.03608516061830647,7107551251.385534,164.0
76516,82555,,,48762,13452922+6116092,,G,206.37178,61.269226,161.749992765,,0.036258,-20.0822,0.03908353993969702,8489458702.132935,164.0
110417,129411,,,2630075,13445303+6204384,,G,206.220993,62.077343000000006,107.980093355,,0.023921,-19.3357,0.061460273597763376,4268546334.580203,164.0
110441,129443,,,2675555,13310124+6513109,,G,202.755203,65.21970400000001,154.005925578,,0.034407257203599995,-18.6577,0.0614706000984163,2286019865.0141096,164.0
112192,131613,,,3086710,13401257+6123032,,G,205.052414,61.384235,176.235695983,,0.039826,-19.9955,0.06256126880664284,7837905085.356195,164.0
113330,133130,,,3139255,13463217+6423247,,G,206.634064,64.390198,184.21288108599998,,0.041489,-19.6686,0.06313131416795856,5800160348.1058855,164.0
119085,139930,,,48851,13471124+6058379,,G,206.79686,60.9772,157.975059456,,0.035356,-19.8039,0.06642395936097614,6569918769.887386,164.0
153821,189284,,,,13351977+6457454,,G,203.832382,64.962624,227.352323594,,0.050935,-21.0615,0.08600494395555948,20921845949.50368,164.0
215654,267522,,,3139774,13311908+6510411,,G,202.829529,65.178085,152.632832553,,0.0340996070498,-18.3182,0.1119638876353716,1672168353.6300027,164.0
218140,270240,49092.0,PGC049092,PGC049092,,,G,207.506,62.72975,35.542828098200005,,0.006948483474239999,-18.0938,0.11226443038544456,1359940789.4302778,164.0
227180,279465,2610572.0,PGC2610572,PGC2610572,,,G,207.383,61.01608,36.9750157538,,0.0073413936707000015,-15.2295,0.1126870547903129,97229936.02579224,164.0
227182,279467,2612497.0,PGC2612497,PGC2612497,,,G,207.236,61.13247,35.8595818092,,0.0070625135312600016,-15.643,0.11268707235886648,142298394.45793337,164.0
227183,279468,2614355.0,PGC2614355,PGC2614355,,,G,206.071,61.23489,35.0742724034,,0.006869943434970001,-15.0149,0.11268707530768846,79792119.2625734,164.0
227185,279470,2614780.0,PGC2614780,PGC2614780,,,G,206.295,61.25949,36.5235800215,,0.00722274361137,-15.1229,0.11268729466182585,88137352.32073097,164.0
227192,279477,2620344.0,PGC2620344,PGC2620344,,,G,206.458,61.5674,99.6398448586,,0.0222222111111,-17.7622,0.11268741925672505,1002028329.1640633,164.0
227199,279484,2628740.0,PGC2628740,PGC2628740,,,G,205.848,62.00998000000001,38.299360354899996,,0.007661853830930002,-15.476,0.1126874861824306,122011284.70319344,164.0
227248,279533,2680458.0,PGC2680458,PGC2680458,,,G,203.741,65.7688,96.3582003076,,0.0215170307585,-18.3194,0.11268825704055285,1674017524.0946734,164.0
227447,279757,2802348.0,PGC2802348,PGC2802348,,,G,206.692,60.98678,29.8257892953,,0.0057078028539,-15.493,0.11271557119540868,123936720.48206843,164.0
228121,280582,3137923.0,PGC3137923,PGC3137923,,,G,207.628,62.44696,35.5037787712,,0.00694386347193,-15.4814,0.11274416803891843,122619629.62551336,164.0
228122,280583,3138016.0,PGC3138016,PGC3138016,,,G,206.381,62.65938000000001,35.91599379210001,,0.00703689351845,-16.1864,0.11274417671350027,234725352.53453004,164.0
228123,280584,3138198.0,PGC3138198,PGC3138198,,,G,202.688,63.02399000000001,41.4760093103,,0.00852306426153,-15.879,0.11274418324914673,176847937.82818013,164.0
228127,280588,3138619.0,PGC3138619,PGC3138619,,,G,202.093,63.68545,34.2891850244,,0.0066486033243,-14.3958,0.11274419831644178,45114900.09724917,164.0
228129,280590,3138807.0,PGC3138807,PGC3138807,,,G,204.473,63.91945,44.8782883969,,0.00942816471408,-15.3202,0.11274420619366472,105701220.01242256,164.0
233452,286176,46882.0,UGC08436,UGC08436,,,G,201.145,63.09232,42.3370647887,,0.0087693943847,-18.2436,0.11347328229183795,1561133344.5283835,164.0
233480,286204,47347.0,UGC08491,UGC08491,,,G,202.383,62.82468000000001,46.5156392147,,0.00990717495359,-18.308,0.11347740760203512,1656532649.318021,164.0
233649,286377,49654.0,UGC08894,UGC08894,,,G,209.449,63.3967,35.586216883,,0.006948483474239999,-19.3864,0.1135062360065108,4472599387.6461935,164.0
235419,288230,3362964.0,SDSSJ134711.12+625006.2,SDSSJ134711.12+625006.2,,,G,206.796,62.83507,29.9773399769,,0.00572376286188,-14.374,0.11396439608895845,44218092.10742696,164.0
235453,288265,3385320.0,SDSSJ134140.53+613853.1,SDSSJ134140.53+613853.1,,,G,205.419,61.64816999999999,35.6556403481,,0.0070016135008100005,-14.1106,0.1139650775112542,34692851.72718843,164.0
236587,289453,4003866.0,SDSSJ134625.62+604441.5,SDSSJ134625.62+604441.5,,,G,206.607,60.74493,30.5229912477,,0.00586194293097,-14.7431,0.11398216093493994,62121223.39588209,164.0
237022,289888,4012178.0,SDSSJ134833.66+610133.2,SDSSJ134833.66+610133.2,,,G,207.14,61.02582,39.515706774499996,,0.00802368401184,-14.5638,0.11398750942938715,52664746.73476134,164.0
237208,290074,4016088.0,SDSSJ133422.76+632654.9,SDSSJ133422.76+632654.9,,,G,203.595,63.44849,34.670857230900005,,0.00673848336924,-14.4298,0.11398921171633875,46550033.72937674,164.0
237209,290075,4016111.0,SDSSJ134800.10+633120.8,SDSSJ134800.10+633120.8,,,G,207.0,63.52249000000001,30.2891275141,,0.00578487289244,-14.7464,0.11398921401909808,62310322.6374832,164.0
240267,295383,,,3137861,,,G,207.607,62.29634,142.655657785,,0.0315922057961,-18.0414,0.11419022752788507,1295865715.6153612,164.0
240441,295569,,,2641888,,,G,206.352,62.71293000000001,186.72271532599999,,0.0420854910427,-18.596,0.1142090826308294,2159732680.689397,164.0
241185,296369,,,2657032,,,G,209.364,63.51863,159.608490545,,0.0356643178322,-18.4953,0.11429853977447132,1968430111.911451,164.0
241841,297078,,,2624971,,,G,205.829,61.8066,150.303584769,,0.0334927067464,-19.0148,0.11437779355581047,3176288922.715364,164.0
242771,298081,,,3139291,,,G,206.944,64.42856,164.33715288,,0.0368012584006,-18.4587,0.11449857616761873,1903180590.8530755,164.0
243229,298582,,,2625502,,,G,205.397,61.83349000000001,143.23635759200002,,0.0317345858673,-18.5603,0.11454262799826095,2089873504.472575,164.0
248725,304520,,,2637931,,,G,206.818,62.51101,143.75412854200002,,0.0318775959388,-19.1481,0.1151454761954476,3591203370.5167093,164.0
248735,304530,,,2644240,,,G,202.054,62.8297,161.279007464,,0.0361473180737,-18.4279,0.11514637112097115,1849950040.229614,164.0
248767,304565,,,2670696,,,G,206.293,64.69575,129.459948142,,0.0287427143714,-18.3107,0.11515004099686482,1660657227.6515665,164.0
249471,305336,,,2647720,,,G,209.043,63.0038,185.942172635,,0.041897960949,-18.3069,0.11523501336013972,1654855203.9537332,164.0
249592,305475,,,2676616,,,G,204.126,65.34334,129.867805989,,0.0288724944362,-18.4975,0.11524828757036253,1972422736.1148531,164.0
251197,307352,,,48037,,,G,204.178,62.06117,143.128312081,,0.0317345858673,-19.8186,0.11558973432869413,6659475108.940372,164.0
279021,342452,,,2612381,,,G,206.117,61.12614,159.875531886,,0.0358247579124,-17.9189,0.1191299408655406,1157603949.9411745,164.0
279054,342489,,,2619551,,,G,204.766,61.52449,139.812270428,,0.0308895454448,-17.4877,0.1191329627493608,778179883.8699795,164.0
279071,342507,,,2621966,,,G,205.001,61.65039,198.66002571200002,,0.0447968023984,-17.9906,0.11913431348560558,1236630631.994499,164.0
279086,342523,,,2625488,,,G,204.743,61.83269,144.92506362,,0.0321655060828,-18.7957,0.11913525506608155,2595852430.638203,164.0
279134,342572,,,2646203,,,G,206.327,62.92488,142.480119055,,0.0315922057961,-18.0488,0.1191398535225262,1304728052.2036831,164.0
279156,342595,,,2655766,,,G,208.474,63.4436,164.35075133700002,,0.0368012584006,-17.7489,0.11914225802825125,989828604.2985264,164.0
279209,342652,,,2673249,,,G,203.833,64.96282,229.646050344,,0.0514170557085,-20.1953,0.11914726593655453,9421498861.948349,164.0
279217,342660,,,2675060,,,G,202.678,65.16206,166.40933417600002,,0.0372989586495,-18.0759,0.11914766012802468,1337703920.8463485,164.0
282607,347709,,,3137922,,,G,206.81,62.44517,197.642934095,,0.0445977222989,-18.0994,0.11953111469451788,1366973199.5210595,164.0
282609,347713,,,3137998,,,G,203.794,62.59279,119.728062826,,0.0263821031911,-17.320999999999998,0.11953128939037895,667421203.8584777,164.0
282612,347716,,,3138033,,,G,206.408,62.70622,186.72271532599999,,0.0420854910427,-18.266,0.11953141022440328,1593675881.02877,164.0
282613,347717,,,3138066,,,G,206.575,62.79185,185.038625805,,0.0417114808557,-18.0163,0.11953145702038362,1266251579.2084684,164.0
282614,347718,,,3138164,,,G,205.678,62.96565,147.20065728,,0.0327488863744,-17.8995,0.11953149904352844,1137103509.7106495,164.0
282616,347720,,,3138339,,,G,203.801,63.26509,186.704454829,,0.0420854910427,-17.9858,0.1195316140086316,1231175600.3899732,164.0
282621,347726,,,3138467,,,G,206.527,63.47442,150.303584769,,0.0334927067464,-17.5848,0.11953196642027525,850981267.2212551,164.0
282638,347743,,,3138961,,,G,203.33900000000003,64.07128,154.701738388,,0.034562027281,-17.8275,0.11953296428786192,1064143018.2243184,164.0
282642,347747,,,3139277,,,G,206.663,64.40589,113.204124094,,0.0248778724389,-17.5193,0.11953314053132695,801161369.0198865,164.0
282668,347775,,,3139796,,,G,205.489,65.21979,224.242624552,,0.0502887251444,-18.4136,0.11953463140281567,1825744495.72675,164.0
