,Unnamed: 0,PGC,GWGC,HyperLEDA,2MASS,SDSS-DR12,flag,RA,dec,Luminosity Distance,Distance Error,Redshift,Absolute B Magnitude,Luminosity_Rank,B Luminosity,Sector
8891,9379,,,ESO594-001,19291787-2055248,,G,292.324493,-20.923578,179.03976711400003,,0.038942,-21.7167,0.005783412732952675,38254277151.67289,2132.0
14092,14609,,,,19265780-2307350,,G,291.7408450000001,-23.126408,89.6245886408,,0.025347,-20.2281,0.009131958980433508,9710464390.924496,2132.0
21585,22222,,,6dFJ1929189-224322,19291887-2243218,,G,292.328644,-22.722744,223.09744495200002,,0.041838,-21.6785,0.013912365500532979,36931759604.79874,2132.0
26429,27219,,,6dFJ1930159-203849,19301593-2038492,,G,292.566376,-20.647001,176.290296947,,0.052256,-20.9011,0.016964989881913563,18048453713.035625,2132.0
27678,28531,,,6dFJ1930100-223921,19300999-2239202,,G,292.54162599999995,-22.655615,210.071603715,,0.034125,-21.7228,0.017782642060968933,38469806336.44928,2132.0
28332,29217,,,6dFJ1931041-240313,19310409-2403134,,G,292.767059,-24.053724,215.88003491599997,,0.049161,-21.1871,0.01818020802022271,23487673435.637432,2132.0
32329,33421,63422.0,ESO525-013,ESO525-013,19371993-2227148,,G,294.333069,-22.454136,96.89454324709999,,0.033706,-19.7735,0.020645123212390232,6388516193.8980255,2132.0
34453,35664,,,3082783,19291809-2057038,,G,292.325378,-20.951078,175.18481180900002,,0.042304,-20.4815,0.02192946727074301,12263092383.08737,2132.0
37077,38457,,,6dFJ1925275-204802,19252754-2048015,,G,291.364777,-20.800425,175.143875365,,0.04252,-20.237,0.02354486304976398,9790390174.480556,2132.0
88053,97619,,,165806,19285885-2038582,,G,292.245209,-20.649517000000003,156.347008993,,0.035081,-20.7114,0.04696516604544458,15155141652.556929,2132.0
98788,113542,,,802831,19300039-2315429,,G,292.501648,-23.261921,204.17257323400003,,0.045908,-20.321,0.05475859933010994,10577913224.995008,2132.0
98904,113698,,,808317,19300317-2249458,,G,292.513214,-22.829416,209.096879249,,0.0470456935228,-19.2117,0.0548376115575186,3807851471.364204,2132.0
98918,113716,,,809124,19294219-2246139,,G,292.425812,-22.770542000000006,217.55729446900003,,0.049045,-21.1579,0.054847608796765,22864410042.223537,2132.0
98927,113730,,,809487,19293785-2244479,,G,292.4077450000001,-22.746651,189.94733521400002,,0.043919,-20.5642,0.054854259506067884,13233660837.037798,2132.0
98992,113833,,,813938,19334313-2227295,,G,293.4297180000001,-22.458206,218.08737719400003,,0.049258,-20.6082,0.05490703434121028,13780976749.450212,2132.0
99029,113880,,,816967,19295078-2215239,,G,292.461609,-22.256653,204.328639425,,0.04589,-19.9506,0.05493414116915312,7520383709.692775,2132.0
99517,114641,,,846285,19302819-2006101,,G,292.617462,-20.102821,186.941849475,,0.04299,-20.4585,0.05532747134452847,12006045917.612595,2132.0
110915,130085,,,2817150,19302652-2150421,,G,292.610504,-21.845047,159.386727892,,0.035718,-20.5443,0.06175630132963526,12993315978.90353,2132.0
111952,131326,,,3082769,19234231-2244132,,G,290.926331,-22.737019,180.66599399900002,,0.041571,-20.4074,0.06241985229932263,11454074406.631859,2132.0
111954,131328,,,3082786,19313854-2048504,,G,292.910614,-20.814020000000006,150.244924881,,0.033811,-19.697,0.0624207313374497,5953878941.27684,2132.0
113799,133925,,,2MFGC14909,19231535-2138378,,G,290.813965,-21.643839,163.389939651,,0.036936,-19.7141,0.06334868556114034,6048392970.744054,2132.0
114186,134416,,,6dFJ1928494-233759,19284935-2337593,,G,292.205627,-23.633141,184.878934661,,0.042652701326400005,-19.6994,0.06357526316148489,5967054438.389385,2132.0
114228,134463,,,6dFJ1933179-221932,19331792-2219321,,G,293.324677,-22.325594,225.882589392,,0.050960000000000005,-20.7704,0.06359030080155079,16001474361.364103,2132.0
114229,134464,,,6dFJ1925233-232049,19252326-2320485,,G,291.346954,-23.346823,182.73528886900002,,0.042144,-20.3011,0.06359068462238923,10385801073.661793,2132.0
114230,134465,,,6dFJ1924415-224839,19244156-2248388,,G,291.173187,-22.810791,204.17257323400003,,0.045775,-21.014,0.06359142471922906,20026266903.40905,2132.0
